DateComtd,DayComtd,TimeComtd,EntryNo,PPO,Unit/Station,Area of Incident,Barangay,Bldg/House No/Street/Sitio,X,Y,CrimeType,IndexCrimeType,CrimeCategory,Classification,Mode of Commission,StreetCrime,InvolMinor?,SpecialCase,WeaponUsed,FACaliber,FAStatus,FALicenseNr,C-R-S Firearms,FADisposition,Transport,MotorcycleRidingCriminals,Driver(Suspect),VehOwner,VehType,VehPlateNum,Drugs,DrugConfsctdItem,Gmblng,GmblngConfsctdItem,GmblngAmntCnfsctd,CrnppngRecUnrec,RobType,BankRobAmt,EstblshmntType,EstblshmntName,CaseStat,Solved,Cleared,Uncleared/Unsolved,Arrest,NrArrstdSspct,Place of Occurrence*,Column1,Column2
2021-10-23,Saturday,4:00:00,202110-1526,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone 2,123.31147,9.314818,NON-INDEX CRIME,,SPECIALLAWS,PD 1602 / RA 9287  (GAMBLING),ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Chikicha,"

	Confiscated pieces of evidence were:
		a.) 1 Set playing cards consisting 52 pieces, red/blue color combination 	without cover; and
		b.) Bet money amounting to Three Hundred Pesos (Php 300.00).
		
",Php 300.00,,,,,,Filed in Pros / Court,No,Yes,No,Yes,4,(Inside Residences) - Public Residential Area,,
2021-10-23,Saturday,5:00:00,202110-1527,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone 4,123.312042,9.315326,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu," a.) One (1) pc elongated heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu (subject of sale); b.)  Three(3) pcs elongate heat-sealed transparent plastic sachet containing white crystalline substance believed to be shabu; with total estimated weight of  2 grams with  DDB value of Php 13,600.00; and c. ) One (1) pc genuine Five hundred Peso bill (Php 500.00 ) as buy bust money.  d) One (1) small black pouch containing item letter b. Suspect was immediately taken to Police Station for booking and proper dispo while documentary requirements are being prepared for filing in court.",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area,,
2021-10-23,Saturday,5:00:00,202110-1527,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,,123.312042,9.315326,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu," a.) One (1) pc elongated heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu (subject of sale); b.)  Three(3) pcs elongate heat-sealed transparent plastic sachet containing white crystalline substance believed to be shabu; with total estimated weight of  2 grams with  DDB value of Php 13,600.00; and c. ) One (1) pc genuine Five hundred Peso bill (Php 500.00 ) as buy bust money.  d) One (1) small black pouch containing item letter b. Suspect was immediately taken to Police Station for booking and proper dispo while documentary requirements are being prepared for filing in court.",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area,,
2021-10-23,Saturday,15:10:00,Traf(137)112,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Pulantubig,Infront of Magsaysay E/S,123.288284,9.324456,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2021-10-23,Saturday,15:27:00,Traf(137)113,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Batinguel,Piñero Drive,123.271034,9.314109,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2021-10-24,Sunday,14:15:00,Traf(137)114,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Camanjac,Diversion Road,123.271698,9.325101,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2021-10-24,Sunday,14:15:00,Traf(137)114,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Camanjac,Diversion Road,123.271698,9.325101,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2021-10-25,Monday,16:00:00,Traf(137)115,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Banilad,T-Junction Purok Año National Highway,123.29319,9.279211,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2021-10-26,Tuesday,8:30:00,202110-1545,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone 2,123.310898,9.314574,NON-INDEX CRIME,,SPECIALLAWS,PD 1602 / RA 9287  (GAMBLING),ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Tong-its,"
		a.) 1 Set playing cards consisting 52 pieces, red/yellow color combination 	without cover; and
		b.) Bet money amounting to Three Hundred (Php 300.00) pesos.
		
",Php 300.00,,,,,,Filed in Pros / Court,No,Yes,No,Yes,3,(Inside Residences) - Public Residential Area,,
2021-10-26,Tuesday,10:00:00,202110-1547,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,Purok Orchids,123.309769,9.300456,NON-INDEX CRIME,,SPECIALLAWS,PD 1602 / RA 9287  (GAMBLING),ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Piyat-piyat,"

	Confiscated pieces of evidence were:
		a.) 1 Set playing cards color red; and	
		b.) Bet money amounting to Three Hundred Ninety (Php 390.00) pesos.
		
",Php 390.00,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,4,(Inside Residences) - Public Residential Area,,
2021-10-26,Tuesday,10:35:00,202110-1548,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,Purok Orchids,123.309174,9.300308,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"
1.)	Two (2) pcs. Elongated transparent heat-sealed plastic sachet containing white crystalline granules/powder believe to be shabu marked as SAM-P1-10/26/2021 and SAM- PI-10/26/2021 with signature;
2.)	Three (3) pcs. Small transparent heat-sealed plastic sachet containing white crystalline granules/powder believe to be shabu marked as SAM-P3-10/26/2021, SAM-P4-10/26/2021 and SAM-P5-10/26/2021 with signature; and
3.)	One (1) pc. Empty medium size plastic sachet containing items number 1 & 2 marked as SAM-P6-10/26/2021.

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area,,
2021-10-25,Monday,17:00:00,202110-1550,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 3 (Barangay 3),Uymatiao,123.307991,9.307127,INDEX CRIME,Crime Against Property,THEFT,Qualified Theft,Qualified Theft,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,(Commercial-Business Establishments) - Office ,,
2021-10-26,Tuesday,15:00:00,202110-1551,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 3 (Barangay 3),Uymatiao,123.307907,9.307039,INDEX CRIME,Crime Against Property,THEFT,Qualified Theft,Qualified Theft,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,(Commercial-Business Establishments) - Office ,,
2021-10-26,Tuesday,10:20:00,Traf(137)116,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,Fatima Chapel,123.300201,9.295515,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2021-10-26,Tuesday,15:50:00,Traf(137)117,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Daro,"Cimafranca St., West Drive",123.296066,9.31629,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2021-10-26,Tuesday,18:10:00,Traf(137)118,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Junob,Diversion Road,123.281013,9.303923,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2021-10-29,Friday,6:00:00,Traf(137)119,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Batinguel,Fronting Teddy Convenience Store,123.282166,9.310302,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2021-10-30,Saturday,9:30:00,Traf(137)121,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Motong,"Fronting Imbo Empire, Upper Motong",123.283745,9.318126,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2021-10-30,Saturday,9:30:00,Traf(137)121,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Motong,"Fronting Imbo Empire, Upper Motong",123.283745,9.318126,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2021-10-31,Sunday,2:30PM,Traf(137)123,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Taclobo,New Bridge,,,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2021-10-31,Sunday,21:30:00,Traf(137)124,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Barangay 4,"Near Honeycomb, Rizal Boulevard",,,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2021-10-31,Sunday,19:40:00,W-0042,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Cantil-e,,,,INDEX CRIME,Crime Against Person,RAPE,RAPE (Art 335 RPC / RA 8353),"Force, Threat and Intimidation",,Yes(RA 7610),,,,,,,,,,,,,,,,,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,Along the Roads/Streets/Alleys,,
2021-11-01,Monday,0:05:00,202111-1581,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Taclobo,"Apartment owned by Mr. Roger Hongayo, Meciano Road",123.301117,9.306163,INDEX CRIME,Crime Against Property,ROBBERY,Robbery w/ ForceUponThings,Crowbar/Destroying Lock,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences - Subdivision) - w/o Security Guard,,
2021-11-01,Monday,15:00:00,Traf(137)125,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,"Flores Avenue, Zone 3",123.310928,9.315427,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2021-11-04,Thursday,5:25:00,Traf(137)127,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Batinguel,T-junction Batinguel Highway and Amihan Road,123.28186,9.301938,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2021-11-04,Thursday,16:20:00,202111-1615,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Pulantubig,Quarantine Control Points,123.290207,9.310011,NON-INDEX CRIME,,OTHERNONINDEX,Assault/Resistance to Authority, failed to cooperate and refused to go at the shoulder of the road,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,Along the Roads/Streets/Alleys,,
2021-11-05,Friday,6:00:00,Traf(137)128,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Flores Avenue,123.286247,9.324329,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2021-11-06,Saturday,19:42:00,202111-1720,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,"Bagacay Cemetery, Purok Gumamela",123.3125,9.317602,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu,"
Confiscated pcs of evidence: 
a.) One (1) pc elongated heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu (subject of sale);
b.)  One (1) pc Medium size heat-sealed transparent plastic sachet containing white crystalline substance believed to be shabu; with total estimated weight of  3 grams with  DDB value of Php 20,400.00; and
c.) One (1) pc genuine Five hundred Peso bill (Php 500.00 ) as buy bust money.

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area,,
2021-11-06,Saturday,19:42:00,202111-1720,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,"Bagacay Cemetery, Purok Gumamela",123.292061,9.304733,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"
Confiscated pcs of evidence: 
a.) One (1) pc elongated heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu (subject of sale);
b.)  One (1) pc Medium size heat-sealed transparent plastic sachet containing white crystalline substance believed to be shabu; with total estimated weight of  3 grams with  DDB value of Php 20,400.00; and
c.) One (1) pc genuine Five hundred Peso bill (Php 500.00 ) as buy bust money.

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area,,
2021-11-07,Sunday,17:30:00,Traf(137)129,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Daro,"Crossing Brix, Aldecoa St.",123.292061,9.304733,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2021-11-07,Sunday,17:30:00,Traf(137)129,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Daro,"Crossing Brix, Aldecoa St.",123.301811,9.31683,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2021-11-07,Sunday,10:15PM,202111-1727,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bajumpandan,Purok Kalubihan,123.301811,9.31683,INDEX CRIME,Crime Against Property,THEFT,Salisi,Petnapping (Chicken),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area,,
2021-11-08,Monday,11:00:00,202111-1737,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Piapi,28 EJ Blanco Drive,123.30909,9.303214,NON-INDEX CRIME,,OTHERNONINDEX,DISCHARGE OF FIREARMS - RPC Art 254, fired an undetermined hand gun,,No,,Small Arms - Handgun (Pistol or Revolver),Cal. 45,,,UNRECOVERED,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area,,
2021-11-08,Monday,23:30:00,202111-1745,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,Purok Malangsuba,123.31073,9.322785,INDEX CRIME,Crime Against Property,THEFT,Salisi,Salisi (Akyat Bahay),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences - Subdivision) - w/o Security Guard,,
2021-11-05,Friday,2:40:00,202111-1747,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 6 (Barangay 6),Abby's by Pinky Coffee Shop,123.297173,9.304829,INDEX CRIME,Crime Against Property,THEFT,Qualified Theft,Qualified Theft,,No,,,,,,,,,,,,,,,,,,,,,,,,Under Investigation,No,No,Yes,No,0,(Inside Residences - Subdivision) - w/o Security Guard,,
2021-11-09,Tuesday,11:30:00,Traf(137)130,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bunao,"T-junction, Buñao Road and Villaverde Subd.",123.308586,9.309201,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,(Commercial-Business Establishments) - Office ,,
2021-11-09,Tuesday,11:30:00,Traf(137)130,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bunao,"T-junction, Buñao Road and Villaverde Subd.",123.292465,9.329895,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2021-11-09,Tuesday,14:45:00,Traf(137)131,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 3 (Barangay 3),Intersection Perdices and Pinili St.,123.292465,9.329895,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2021-11-09,Tuesday,11:00:00,Traf(137)132,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 3 (Barangay 3),"Fronting Union Bank, Real St.",123.307831,9.304196,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2021-11-09,Tuesday,21:37:00,202111-1763,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone 4,123.305573,9.309019,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"
Confiscated pcs of evidence: 
1.	One (1) piece small size Heat sealed transparent plastic sachet containing suspected shabu/granules later marked as EGC-P1-11/9/2021 with signature, estimated weight of .05 grams with DDV of Php340.00.

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,Along the Roads/Streets/Alleys,,
2021-11-10,Wednesday,11:00:00,Traf(137)133,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 3 (Barangay 3),Colon St.,123.31189,9.316491,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,(Inside Residences) - Public Residential Area,,
2021-11-10,Wednesday,13:30:00,Traf(137)134,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 3 (Barangay 3),Intersection Pinili St. and Perdices St.,123.306984,9.30466,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2021-11-10,Wednesday,15:10:00,Traf(137)135,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 7 (Barangay 7),Dr. V. Locsin St.,123.307808,9.304189,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys,,
2021-11-10,Wednesday,23:30:00,202111-1773,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Taclobo,Meciano Road,123.301147,9.30602,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"

Confiscated pcs of evidences: 
1.	One (1) piece small size Heat sealed transparent plastic sachet containing suspected shabu/granules later marked as RLL-P1-11/10/2021 with signature, estimated weight of .02 grams with SDV of Php150.00; and
2.	One (1) unit Suzuki Raider Motorcycle color Black with Key and No Plate Number marked as RLL-P2-11/10/2021 with signature.

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,Along the Roads/Streets/Alleys,,
